Dataset,threshold,parallelism,max n-ary,relations,attributes,unary,n-ary,attributes_per_layer,candidates_per_layer,pINDs_per_layer,CHUNK_SIZE,SORT_SIZE,MERGE_SIZE,VALIDATION_SIZE,total_time,sort_times,merge_times,validate_times,generate_times,CHUNK_FILES,SORT_FILES,MERGE_FILES,use_filter,refine_filter
european union,1.0,10,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",3886042,5595208,1047,344215,47933,"[14798, 2384, 1803, 184, 80, 1]","[5695, 140, 564, 30, 0, 0]","[3339, 310, 397, 95, 34, 0]","[91, 124, 167, 25, 0, 0]",64,128,85,True,True
data.gov,1.0,10,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",3886042,5595208,1047,344215,42318,"[12100, 12459]","[4517, 467]","[2485, 186]",[75],49,91,25,True,True
TPCH_1,1.0,10,1,8,61,96,0,[61],[3660],[96],3886042,5595208,1047,344215,41102,[15384],[8934],[4540],,36,36,8,True,True
european union,1.0,7,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",251419,38168139,360,233192,46955,"[12684, 2969, 1850, 150, 66, 11]","[5532, 164, 583, 33, 0, 0]","[3403, 290, 344, 94, 39, 0]","[84, 143, 34, 23, 0, 0]",510,834,101,True,True
data.gov,1.0,7,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",251419,38168139,360,233192,45285,"[11514, 14716]","[4666, 1233]","[2394, 170]",[52],588,1167,45,True,True
TPCH_1,1.0,7,1,8,61,96,0,[61],[3660],[96],251419,38168139,360,233192,43297,[15149],[9822],[3970],,468,468,18,True,True
european union,1.0,4,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10544800,28558685,1779,452896,50974,"[16850, 4483, 1848, 178, 84, 4]","[5487, 130, 607, 40, 12, 1]","[3484, 271, 386, 86, 34, 6]","[94, 143, 38, 29, 8, 0]",47,101,85,True,True
data.gov,1.0,4,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10544800,28558685,1779,452896,56741,"[19768, 21214]","[3735, 255]","[2548, 145]",[50],27,47,25,True,True
TPCH_1,1.0,4,1,8,61,96,0,[61],[3660],[96],10544800,28558685,1779,452896,46385,[22752],[6936],[4332],,18,18,8,True,True
european union,1.0,4,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",5266426,35169301,602,804519,53461,"[18339, 4167, 1951, 166, 93, 0]","[6531, 131, 590, 36, 0, 0]","[4438, 283, 423, 101, 42, 15]","[97, 137, 51, 24, 0, 0]",57,117,85,True,True
data.gov,1.0,4,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",5266426,35169301,602,804519,52019,"[16402, 19866]","[3034, 401]","[2542, 166]",[67],41,75,25,True,True
TPCH_1,1.0,4,1,8,61,96,0,[61],[3660],[96],5266426,35169301,602,804519,48667,[23338],[8033],[4651],,28,28,8,True,True
european union,1.0,6,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",13653839,21648330,99,699731,49795,"[15671, 3416, 1867, 181, 95, 0]","[5550, 141, 567, 46, 8, 0]","[3458, 325, 377, 97, 35, 11]","[98, 137, 186, 23, 6, 0]",44,96,85,True,True
data.gov,1.0,6,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",13653839,21648330,99,699731,47215,"[15650, 16630]","[2590, 231]","[2385, 158]",[60],23,39,25,True,True
TPCH_1,1.0,6,1,8,61,96,0,[61],[3660],[96],13653839,21648330,99,699731,47332,[23324],[6374],[4804],,15,15,8,True,True
european union,1.0,9,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10904507,25795676,28,884100,49666,"[15084, 3383, 1892, 163, 84, 14]","[5495, 133, 580, 63, 5, 0]","[3389, 285, 353, 88, 36, 9]","[100, 139, 43, 21, 0, 0]",46,100,93,True,True
data.gov,1.0,9,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10904507,25795676,28,884100,44361,"[14483, 13886]","[3466, 334]","[2890, 147]",[67],27,47,35,True,True
TPCH_1,1.0,9,1,8,61,96,0,[61],[3660],[96],10904507,25795676,28,884100,45897,[19548],[9410],[4296],,17,17,12,True,True
european union,1.0,9,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",1544280,31179768,1528,922735,48202,"[15583, 2433, 1945, 167, 75, 0]","[5617, 163, 600, 33, 0, 12]","[3424, 258, 322, 103, 37, 1]","[100, 134, 45, 22, 0, 0]",110,201,85,True,True
data.gov,1.0,9,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",1544280,31179768,1528,922735,39835,"[10785, 12329]","[3461, 801]","[2418, 232]",[66],105,203,25,True,True
TPCH_1,1.0,9,1,8,61,96,0,[61],[3660],[96],1544280,31179768,1528,922735,42238,[14844],[10723],[4214],,81,81,8,True,True
european union,1.0,5,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10839829,37114690,1903,88882,51637,"[16455, 4535, 1862, 170, 75, 0]","[5361, 148, 584, 34, 17, 0]","[3416, 238, 328, 85, 30, 16]","[84, 147, 49, 23, 0, 0]",46,100,85,True,True
data.gov,1.0,5,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10839829,37114690,1903,88882,51082,"[17118, 18079]","[3049, 316]","[2306, 163]",[69],27,47,25,True,True
TPCH_1,1.0,5,1,8,61,96,0,[61],[3660],[96],10839829,37114690,1903,88882,43964,[19820],[7267],[4334],,17,17,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",6201222,32519850,839,744433,46623,"[14401, 2499, 1938, 168, 79, 4]","[5615, 130, 611, 42, 10, 0]","[3447, 301, 345, 91, 32, 6]","[91, 139, 44, 24, 5, 1]",53,111,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",6201222,32519850,839,744433,43339,"[15403, 11751]","[3029, 371]","[2469, 175]",[69],36,65,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],6201222,32519850,839,744433,40636,[15368],[8061],[4802],,25,25,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",12208715,36442827,344,24212,47299,"[13956, 3338, 1831, 201, 83, 4]","[5463, 128, 545, 40, 10, 1]","[3458, 268, 313, 94, 30, 4]","[100, 130, 183, 27, 5, 0]",44,96,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",12208715,36442827,344,24212,49919,"[19562, 14444]","[2897, 248]","[2726, 181]",[59],24,41,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],12208715,36442827,344,24212,52113,[28072],[7231],[4084],,16,16,8,True,True
european union,1.0,8,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",12073375,39869996,1512,497781,47531,"[15081, 3065, 1952, 186, 91, 4]","[5436, 134, 584, 38, 9, 1]","[3379, 274, 334, 98, 32, 5]","[99, 136, 190, 23, 6, 0]",44,96,85,True,True
data.gov,1.0,8,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",12073375,39869996,1512,497781,49660,"[19775, 14472]","[3093, 228]","[2632, 159]",[57],24,41,25,True,True
TPCH_1,1.0,8,1,8,61,96,0,[61],[3660],[96],12073375,39869996,1512,497781,43859,[20292],[6495],[4418],,16,16,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",8365452,25271821,512,866405,46898,"[14439, 2520, 1905, 168, 80, 4]","[5547, 132, 611, 41, 10, 0]","[3394, 293, 316, 87, 28, 5]","[104, 126, 39, 27, 5, 1]",49,104,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",8365452,25271821,512,866405,39617,"[11894, 12246]","[2936, 281]","[2606, 170]",[67],30,53,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],8365452,25271821,512,866405,41503,[17339],[7198],[4770],,20,20,8,True,True
european union,1.0,3,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",855108,21020709,457,715223,53988,"[19006, 5157, 1823, 210, 97, 4]","[5311, 148, 766, 42, 10, 2]","[3395, 295, 427, 96, 31, 5]","[93, 119, 200, 29, 6, 0]",174,301,85,True,True
data.gov,1.0,3,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",855108,21020709,457,715223,61346,"[19062, 24867]","[3747, 1107]","[2608, 145]",[57],180,353,25,True,True
TPCH_1,1.0,3,1,8,61,96,0,[61],[3660],[96],855108,21020709,457,715223,52972,[25117],[10909],[4735],,142,142,8,True,True
european union,1.0,7,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10777854,19902338,1015,825111,47823,"[15635, 3097, 1855, 177, 83, 5]","[5486, 130, 596, 39, 9, 1]","[3379, 274, 377, 90, 30, 5]","[102, 132, 41, 24, 5, 0]",46,100,85,True,True
data.gov,1.0,7,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10777854,19902338,1015,825111,44846,"[14740, 15012]","[2949, 243]","[2521, 131]",[60],27,47,25,True,True
TPCH_1,1.0,7,1,8,61,96,0,[61],[3660],[96],10777854,19902338,1015,825111,43941,[19665],[6675],[4677],,17,17,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",6120338,7390514,1800,795981,46390,"[14279, 2390, 1919, 225, 80, 4]","[5501, 131, 576, 40, 10, 1]","[3463, 299, 332, 87, 34, 6]","[95, 137, 177, 24, 5, 0]",53,111,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",6120338,7390514,1800,795981,42211,"[14404, 11583]","[2896, 350]","[2590, 195]",[65],36,65,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],6120338,7390514,1800,795981,40035,[15010],[8143],[4519],,25,25,8,True,True
european union,1.0,12,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",733665,9934101,464,484900,47788,"[14787, 2304, 1798, 167, 81, 5]","[5671, 158, 620, 39, 9, 1]","[3389, 349, 338, 89, 34, 5]","[96, 126, 169, 24, 7, 1]",195,335,91,True,True
data.gov,1.0,12,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",733665,9934101,464,484900,39036,"[9675, 11391]","[4431, 1132]","[2322, 154]",[57],208,409,35,True,True
TPCH_1,1.0,12,1,8,61,96,0,[61],[3660],[96],733665,9934101,464,484900,39653,[13376],[9028],[4063],,164,164,12,True,True
european union,1.0,2,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",4559277,97276,1584,242486,59125,"[21793, 7070, 1725, 188, 91, 4]","[5351, 202, 1193, 40, 10, 1]","[3494, 295, 494, 79, 30, 5]","[86, 111, 138, 29, 6, 0]",59,173,85,True,True
data.gov,1.0,2,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",4559277,97276,1584,242486,78005,"[25964, 34787]","[3779, 988]","[2992, 165]",[56],43,273,25,True,True
TPCH_1,1.0,2,1,8,61,96,0,[61],[3660],[96],4559277,97276,1584,242486,64114,[33623],[13836],[4370],,31,358,8,True,True
european union,1.0,10,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",14440786,15642422,824,107103,47799,"[14017, 3499, 1909, 180, 99, 4]","[5502, 129, 576, 37, 11, 1]","[3413, 268, 328, 83, 34, 5]","[100, 119, 162, 23, 6, 0]",43,95,85,True,True
data.gov,1.0,10,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",14440786,15642422,824,107103,55051,"[23156, 16550]","[2754, 215]","[2558, 215]",[65],23,39,25,True,True
TPCH_1,1.0,10,1,8,61,96,0,[61],[3660],[96],14440786,15642422,824,107103,52760,[29903],[6305],[4068],,14,14,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",13378112,22001710,1252,914046,47154,"[13822, 3555, 1884, 188, 86, 4]","[5488, 147, 677, 43, 11, 2]","[3438, 296, 323, 85, 37, 5]","[95, 128, 44, 22, 6, 0]",44,96,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",13378112,22001710,1252,914046,49795,"[17750, 16097]","[2699, 223]","[2752, 157]",[66],23,39,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],13378112,22001710,1252,914046,41420,[17508],[6375],[4702],,16,16,8,True,True
european union,1.0,8,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",14440296,31736587,259,95674,47832,"[14709, 3502, 1919, 194, 86, 5]","[5409, 130, 605, 49, 11, 1]","[3333, 286, 334, 87, 30, 4]","[95, 128, 45, 25, 5, 0]",43,95,85,True,True
data.gov,1.0,8,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",14440296,31736587,259,95674,44191,"[13728, 15662]","[2480, 206]","[2395, 155]",[65],23,39,25,True,True
TPCH_1,1.0,8,1,8,61,96,0,[61],[3660],[96],14440296,31736587,259,95674,42502,[18684],[7081],[4280],,14,14,8,True,True
european union,1.0,4,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",7248948,25871684,876,890292,51115,"[17087, 4671, 1822, 173, 78, 5]","[5498, 133, 567, 39, 10, 1]","[3381, 277, 419, 81, 30, 5]","[96, 147, 43, 23, 5, 0]",51,108,85,True,True
data.gov,1.0,4,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",7248948,25871684,876,890292,52906,"[16911, 20376]","[2626, 336]","[2816, 210]",[68],33,59,25,True,True
TPCH_1,1.0,4,1,8,61,96,0,[61],[3660],[96],7248948,25871684,876,890292,45581,[21467],[7336],[4470],,22,22,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",12087728,32152680,1449,133819,46191,"[13926, 2891, 1923, 167, 82, 5]","[5375, 134, 659, 42, 10, 1]","[3343, 334, 322, 87, 33, 5]","[95, 135, 39, 34, 7, 0]",44,96,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",12087728,32152680,1449,133819,52051,"[18636, 14545]","[2875, 258]","[2609, 157]",[94],24,41,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],12087728,32152680,1449,133819,52349,[28713],[7020],[4142],,16,16,8,True,True
european union,1.0,9,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",12925722,29137826,835,871177,48667,"[15073, 3276, 1835, 187, 84, 4]","[5409, 129, 566, 37, 10, 1]","[3471, 300, 325, 83, 29, 5]","[95, 123, 167, 22, 5, 0]",44,96,85,True,True
data.gov,1.0,9,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",12925722,29137826,835,871177,47133,"[15410, 16078]","[2729, 209]","[2523, 175]",[66],23,39,25,True,True
TPCH_1,1.0,9,1,8,61,96,0,[61],[3660],[96],12925722,29137826,835,871177,44591,[20570],[6788],[4752],,16,16,8,True,True
european union,1.0,7,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",8761127,34256881,1442,715047,48204,"[15037, 3389, 1787, 166, 78, 5]","[5483, 128, 558, 40, 10, 0]","[3387, 307, 390, 87, 29, 5]","[92, 135, 43, 27, 5, 1]",48,103,85,True,True
data.gov,1.0,7,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",8761127,34256881,1442,715047,44960,"[15787, 13612]","[2691, 280]","[2761, 144]",[63],29,51,25,True,True
TPCH_1,1.0,7,1,8,61,96,0,[61],[3660],[96],8761127,34256881,1442,715047,41375,[17017],[7094],[4746],,19,19,8,True,True
european union,1.0,12,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",11168592,3614722,39,38959,46037,"[13665, 3006, 1877, 165, 90, 4]","[5435, 147, 597, 37, 10, 1]","[3408, 282, 340, 87, 32, 5]","[92, 126, 195, 24, 6, 1]",46,100,93,True,True
data.gov,1.0,12,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",11168592,3614722,39,38959,47345,"[16494, 14420]","[3583, 395]","[2831, 188]",[59],27,47,35,True,True
TPCH_1,1.0,12,1,8,61,96,0,[61],[3660],[96],11168592,3614722,39,38959,49404,[23832],[8788],[4148],,17,18,13,True,True
european union,1.0,12,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",11146984,32967396,161,673055,48375,"[14165, 3129, 1928, 180, 94, 4]","[5695, 132, 616, 39, 9, 1]","[3455, 323, 347, 89, 32, 5]","[103, 120, 172, 26, 6, 0]",46,100,85,True,True
data.gov,1.0,12,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",11146984,32967396,161,673055,46219,"[16593, 14212]","[2867, 234]","[2514, 211]",[72],27,47,25,True,True
TPCH_1,1.0,12,1,8,61,96,0,[61],[3660],[96],11146984,32967396,161,673055,48505,[23713],[7371],[4664],,17,17,8,True,True
european union,1.0,7,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",294781,2052843,258,445988,44536,"[11400, 2853, 1815, 169, 76, 4]","[5678, 154, 811, 40, 9, 1]","[3409, 283, 338, 87, 28, 5]","[92, 138, 46, 24, 5, 0]",441,726,106,True,True
data.gov,1.0,7,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",294781,2052843,258,445988,44806,"[11748, 14302]","[4687, 999]","[2428, 158]",[60],504,999,55,True,True
TPCH_1,1.0,7,1,8,61,96,0,[61],[3660],[96],294781,2052843,258,445988,42862,[15104],[9445],[4100],,401,401,20,True,True
european union,1.0,5,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",13364215,22593653,361,365720,48918,"[15434, 3700, 1803, 182, 98, 4]","[5365, 135, 567, 38, 11, 1]","[3432, 283, 360, 86, 31, 6]","[91, 136, 186, 22, 6, 0]",44,96,85,True,True
data.gov,1.0,5,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",13364215,22593653,361,365720,49753,"[16491, 17768]","[2688, 211]","[2716, 159]",[56],23,39,25,True,True
TPCH_1,1.0,5,1,8,61,96,0,[61],[3660],[96],13364215,22593653,361,365720,44912,[21819],[6204],[4509],,16,16,8,True,True
european union,1.0,12,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",11491761,30046534,1762,592294,47040,"[14181, 2816, 1885, 175, 78, 5]","[5442, 129, 693, 47, 13, 1]","[3397, 254, 304, 87, 34, 6]","[93, 136, 59, 25, 6, 0]",44,96,85,True,True
data.gov,1.0,12,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",11491761,30046534,1762,592294,49063,"[18818, 14948]","[2899, 253]","[2626, 162]",[73],26,45,25,True,True
TPCH_1,1.0,12,1,8,61,96,0,[61],[3660],[96],11491761,30046534,1762,592294,48598,[24521],[7158],[4421],,17,17,8,True,True
european union,1.0,7,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",2447462,38450272,1577,111603,48048,"[15569, 2918, 2001, 170, 96, 4]","[5542, 142, 629, 37, 11, 1]","[3420, 238, 337, 103, 28, 4]","[96, 135, 182, 39, 5, 1]",83,158,85,True,True
data.gov,1.0,7,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",2447462,38450272,1577,111603,41798,"[11690, 14046]","[3476, 599]","[2400, 153]",[62],72,137,25,True,True
TPCH_1,1.0,7,1,8,61,96,0,[61],[3660],[96],2447462,38450272,1577,111603,43683,[16058],[11137],[4093],,53,53,8,True,True
european union,1.0,12,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",8563946,3291762,1704,969161,46942,"[14766, 2688, 1733, 166, 81, 5]","[5482, 132, 543, 39, 10, 1]","[3420, 252, 340, 89, 31, 5]","[97, 133, 176, 22, 5, 0]",49,104,85,True,True
data.gov,1.0,12,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",8563946,3291762,1704,969161,42977,"[14441, 12129]","[2806, 296]","[3073, 154]",[60],29,51,25,True,True
TPCH_1,1.0,12,1,8,61,96,0,[61],[3660],[96],8563946,3291762,1704,969161,47166,[22198],[7850],[4558],,20,20,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",14379311,24992428,1745,242063,47653,"[13782, 3572, 1944, 177, 91, 5]","[5476, 144, 638, 39, 10, 1]","[3380, 278, 378, 105, 31, 5]","[95, 124, 182, 25, 5, 0]",43,95,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",14379311,24992428,1745,242063,53207,"[21592, 16071]","[2798, 213]","[2682, 198]",[65],23,39,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],14379311,24992428,1745,242063,40565,[17684],[6230],[4319],,14,14,8,True,True
european union,1.0,3,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",14173502,32312489,1905,107060,53857,"[18602, 5737, 1835, 177, 79, 5]","[5281, 150, 621, 40, 13, 1]","[3352, 298, 417, 81, 36, 6]","[96, 132, 49, 44, 7, 1]",44,96,85,True,True
data.gov,1.0,3,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",14173502,32312489,1905,107060,62968,"[22434, 25149]","[2457, 197]","[2792, 175]",[54],23,39,25,True,True
TPCH_1,1.0,3,1,8,61,96,0,[61],[3660],[96],14173502,32312489,1905,107060,50472,[27890],[5968],[4359],,14,14,8,True,True
european union,1.0,11,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",5136434,18823030,1764,746444,46526,"[14607, 2566, 1890, 188, 78, 4]","[5396, 130, 585, 37, 9, 1]","[3555, 271, 345, 86, 28, 5]","[96, 137, 39, 23, 5, 1]",57,117,85,True,True
data.gov,1.0,11,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",5136434,18823030,1764,746444,39552,"[12751, 11015]","[3306, 405]","[2437, 178]",[63],41,75,25,True,True
TPCH_1,1.0,11,1,8,61,96,0,[61],[3660],[96],5136434,18823030,1764,746444,40831,[15595],[8173],[4518],,28,28,8,True,True
european union,1.0,5,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",10719401,35833753,1856,852678,51266,"[16450, 4651, 1871, 170, 74, 0]","[5617, 147, 545, 33, 14, 0]","[3407, 279, 413, 99, 35, 15]","[102, 140, 47, 27, 0, 0]",46,100,85,True,True
data.gov,1.0,5,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",10719401,35833753,1856,852678,51318,"[16633, 17526]","[4050, 267]","[2931, 187]",[58],27,47,25,True,True
TPCH_1,1.0,5,1,8,61,96,0,[61],[3660],[96],10719401,35833753,1856,852678,43618,[19585],[6782],[4634],,17,17,8,True,True
european union,1.0,8,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",13489486,27975135,1683,678239,47998,"[15001, 3500, 1918, 165, 65, 0]","[5422, 139, 598, 33, 17, 0]","[3397, 256, 321, 90, 35, 18]","[99, 132, 47, 27, 0, 0]",44,96,85,True,True
data.gov,1.0,8,2,16,255,753,5135,"[255, 763]","[64770, 10800]","[753, 5135]",13489486,27975135,1683,678239,45168,"[13418, 16398]","[2736, 204]","[2598, 201]",[59],23,39,25,True,True
TPCH_1,1.0,8,1,8,61,96,0,[61],[3660],[96],13489486,27975135,1683,678239,49972,[25951],[6636],[4716],,16,16,8,True,True
european union,1.0,4,-1,37,624,18752,54634,"[624, 1541, 7698, 4007, 2980, 247]","[388752, 22036, 29053, 21452, 6488, 216]","[18752, 5317, 21161, 21452, 6488, 216]",13402457,23956997,325,91823,53922,"[17816, 4997, 1884, 183, 83, 2]","[5617, 135, 576, 33, 0, 0]","[3367, 276, 379, 101, 43, 8]","[100, 124, 45, 33, 5, 0]",44,96,85,True,True
